Ultimo,Abertura,Maxima,Minima,Ultimo_2,Abertura_2,Maxima_2,Minima_2,Ultimo_3,Abertura_3,Maxima_3,Minima_3,Dia_seguinte
1.0008,1.0010,1.0011,1.0005,1.0007,1.0008,1.0009,1.0006,1.0010,1.0007,1.0012,1.0007,1.0007
1.0007,1.0008,1.0009,1.0006,1.0010,1.0007,1.0012,1.0007,1.0007,1.0010,1.0011,1.0007,1.0010
1.0010,1.0007,1.0012,1.0007,1.0007,1.0010,1.0011,1.0007,1.0010,1.0007,1.0011,1.0007,1.0009
1.0007,1.0010,1.0011,1.0007,1.0010,1.0007,1.0011,1.0007,1.0009,1.0010,1.0011,1.0008,1.0009
1.0010,1.0007,1.0011,1.0007,1.0009,1.0010,1.0011,1.0008,1.0009,1.0009,1.0010,1.0008,1.0008
1.0009,1.0010,1.0011,1.0008,1.0009,1.0009,1.0010,1.0008,1.0008,1.0009,1.0010,1.0007,1.0006
1.0009,1.0009,1.0010,1.0008,1.0008,1.0009,1.0010,1.0007,1.0006,1.0008,1.0011,1.0005,1.0008
1.0008,1.0009,1.0010,1.0007,1.0006,1.0008,1.0011,1.0005,1.0008,1.0006,1.0008,1.0005,1.0008
1.0006,1.0008,1.0011,1.0005,1.0008,1.0006,1.0008,1.0005,1.0008,1.0008,1.0009,1.0006,1.0011
1.0008,1.0006,1.0008,1.0005,1.0008,1.0008,1.0009,1.0006,1.0011,1.0008,1.0011,1.0008,1.0012
1.0008,1.0008,1.0009,1.0006,1.0011,1.0008,1.0011,1.0008,1.0012,1.0011,1.0013,1.0010,1.0011
1.0011,1.0008,1.0011,1.0008,1.0012,1.0011,1.0013,1.0010,1.0011,1.0012,1.0015,1.0011,1.0015
1.0012,1.0011,1.0013,1.0010,1.0011,1.0012,1.0015,1.0011,1.0015,1.0012,1.0028,1.0011,1.0011
1.0011,1.0012,1.0015,1.0011,1.0015,1.0012,1.0028,1.0011,1.0011,1.0015,1.0015,1.0011,1.0012
1.0015,1.0012,1.0028,1.0011,1.0011,1.0015,1.0015,1.0011,1.0012,1.0011,1.0020,1.0011,1.0014
1.0011,1.0015,1.0015,1.0011,1.0012,1.0011,1.0020,1.0011,1.0014,1.0012,1.0016,1.0011,1.0013
1.0012,1.0011,1.0020,1.0011,1.0014,1.0012,1.0016,1.0011,1.0013,1.0013,1.0015,1.0012,1.0015
1.0014,1.0012,1.0016,1.0011,1.0013,1.0013,1.0015,1.0012,1.0015,1.0013,1.0019,1.0012,1.0013
1.0013,1.0013,1.0015,1.0012,1.0015,1.0013,1.0019,1.0012,1.0013,1.0015,1.0017,1.0012,1.0013
1.0015,1.0013,1.0019,1.0012,1.0013,1.0015,1.0017,1.0012,1.0013,1.0013,1.0016,1.0011,1.0012
1.0013,1.0015,1.0017,1.0012,1.0013,1.0013,1.0016,1.0011,1.0012,1.0013,1.0013,1.0010,1.0011
1.0013,1.0013,1.0016,1.0011,1.0012,1.0013,1.0013,1.0010,1.0011,1.0012,1.0012,1.0011,1.0009
1.0012,1.0013,1.0013,1.0010,1.0011,1.0012,1.0012,1.0011,1.0009,1.0011,1.0012,1.0008,1.0008
1.0011,1.0012,1.0012,1.0011,1.0009,1.0011,1.0012,1.0008,1.0008,1.0010,1.0010,1.0006,1.0007
1.0009,1.0011,1.0012,1.0008,1.0008,1.0010,1.0010,1.0006,1.0007,1.0008,1.0008,1.0006,1.0006
1.0008,1.0010,1.0010,1.0006,1.0007,1.0008,1.0008,1.0006,1.0006,1.0007,1.0008,1.0006,1.0011
1.0007,1.0008,1.0008,1.0006,1.0006,1.0007,1.0008,1.0006,1.0011,1.0006,1.0012,1.0006,1.0013
1.0006,1.0007,1.0008,1.0006,1.0011,1.0006,1.0012,1.0006,1.0013,1.0011,1.0015,1.0010,1.0012
1.0011,1.0006,1.0012,1.0006,1.0013,1.0011,1.0015,1.0010,1.0012,1.0013,1.0016,1.0011,1.0013
